Dealer ID,Dealer Name,City,State,Zip,URL,Vin Count,Error State,Start Time,End Time
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,962,Crawlable,2020-06-21 13:47:42,2020-06-21 14:23:40
