Dealer ID,Dealer Name,City,State,Zip,URL,Vin Count,Error State,Start Time,End Time
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,bommaritomazdawest.com,N/A,Not Available,,
