Dealer ID,Dealer Name,City,State,Zip,URL,VIN,Price,Mileage,Type,Title,Year,Make,Model,Trim
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBCYXL0407580,"$37,837",N/A,New,2020 Mazda CX-9 Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY0L0413581,"$42,042",N/A,New,2020 Mazda CX-9 Grand Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY1L0405697,"$41,726",N/A,New,Vehicle EPA Classification: Small Sport Utility Vehicles 4WD Mileage Fuel Economy Est-Combined (MPG): 23 (2019),,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY1L0413640,"$42,066",N/A,New,2020 Mazda CX-9 Grand Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY0L0416836,"$41,962",N/A,New,2020 Mazda CX-9 Grand Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY1L0411905,"$41,554",N/A,New,2020 Mazda CX-9 Grand Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBCY7L0410002,"$38,349",N/A,New,2020 Mazda CX-9 Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY1L0415906,"$42,216",N/A,New,2020 Mazda CX-9 Grand Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY4L0404141,"$41,554",N/A,New,Vehicle EPA Classification: Small Sport Utility Vehicles 4WD Mileage Fuel Economy Est-Combined (MPG): 23 (2019),,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY5L0414029,"$41,554",N/A,New,2020 Mazda CX-9 Grand Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBEY5L0400744,"$44,166",N/A,New,2020 Mazda CX-9 Signature,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBEY5L0403644,"$44,678",N/A,New,2020 Mazda CX-9 Signature,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBEY4L0420466,"$44,316",N/A,New,2020 Mazda CX-9 Signature,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,3MVDMADL4LM130346,"$27,074",N/A,New,2020 Mazda CX-30 Preferred Package,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,3MVDMADL1LM126996,"$26,547",N/A,New,2020 Mazda CX-30 Preferred Package,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,JM3TCBDY8L0415496,"$42,042",N/A,New,2020 Mazda CX-9 Grand Touring,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,3MVDMAEM0LM135759,"$29,300",N/A,New,2020 Mazda CX-30 Premium Package,,,,
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://bommaritomazdawest.com,3MVDMAEM2LM126450,"$28,488",N/A,New,2020 Mazda CX-30 Premium Package,,,,
