Dealer ID,Dealer Name,City,State,Zip,URL,Vin Count,Error State,Start Time,End Time
ziggy-auto-group_houston_tx, ZIGGY AUTO GROUP,HOUSTON,TX,77055,http://pdxmotors.com,N/A,No Inventory,2020-06-22 02:15:29,2020-06-22 02:18:07
