Dealer ID,Dealer Name,City,State / Province,Zip,Website,Category,Crawl Type,id
ziggys-auto-sales_kalamazoo_mi, ZIGGYS AUTO SALES,KALAMAZOO,MI,49008,https://ziggysauto.com,EC / GWC,Crawlable,14
